Hours Studied,Previous Scores,Extracurricular Activities,Sleep Hours,Sample Question Papers Practiced,Predicted Performance Index,Predicted Performance Index (rounded)
1,88,No,5,9,62.529065309091585,63
3,71,Yes,5,9,51.53827618968642,52
5,72,No,7,0,56.876939868099775,57
5,55,Yes,4,9,40.48535768957263,40
4,95,Yes,9,5,79.98559894577411,80
3,95,Yes,4,9,75.48457082484657,75
1,41,Yes,8,8,16.536924820875605,17
8,53,No,8,2,46.99866618069161,47
4,95,No,9,6,79.58939156236988,80
9,94,Yes,7,5,92.29924888698457,92
7,69,Yes,5,8,60.74779886346956,61
6,59,Yes,4,5,46.62737178918923,47
6,95,No,6,9,84.44554665317449,84
9,70,Yes,8,2,67.75978380788516,68
8,46,No,9,0,39.96328908593028,40
4,94,Yes,8,3,78.08591058444782,78
7,52,No,4,4,41.57038961312923,42
7,89,Yes,4,5,80.02883728927284,80
8,95,Yes,9,6,91.62661146489222,92
5,91,No,9,4,77.98268109377733,78
5,43,Yes,7,0,27.948248933539155,28
7,54,Yes,7,1,45.06585278865328,45
3,91,Yes,8,5,72.56647096355948,73
9,47,No,5,2,42.29269991997925,42
2,93,No,6,4,69.97759732609524,70
7,48,No,9,1,39.33623319050091,39
6,96,Yes,5,9,85.57127900190048,86
7,74,Yes,8,7,67.09884246096567,67
1,91,No,6,1,64.48756173999593,64
7,58,Yes,6,4,49.24488904066444,49
6,87,Yes,6,1,75.31351813655189,75
6,91,No,6,2,78.98939651856529,79
1,40,No,9,6,15.015745509523448,15
6,90,No,5,4,77.88060208249132,78
4,79,No,4,4,60.47450175134457,60
2,93,Yes,4,2,69.20364131349496,69
3,43,Yes,5,5,22.24278190651058,22
9,57,No,7,9,54.82941861740634,55
2,60,No,8,2,36.95988271346493,37
5,40,No,4,5,23.830211279286843,24
3,75,No,6,5,54.71175712248016,55
8,47,No,4,9,40.329722072373805,40
8,66,No,6,9,60.64456937279906,61
2,58,No,6,9,35.3354642852562,35
8,91,No,7,1,84.99953751350046,85
5,80,Yes,5,6,65.82894323683942,66
4,50,Yes,7,3,32.806747207508,33
7,60,No,7,8,51.96411494125396,52
6,46,Yes,9,5,35.824192838310445,36
3,62,No,5,6,41.18898190884017,41
9,76,Yes,8,1,73.67018897469856,74
2,72,Yes,8,4,50.16551783706132,50
9,54,Yes,5,7,51.001398280742826,51
2,42,Yes,9,4,20.111094553774684,20
8,92,No,6,7,86.71767988538761,87
6,41,No,8,8,30.247105253414595,30
3,80,Yes,7,0,59.893397744749855,60
3,40,Yes,9,9,21.9244913370825,22
9,47,Yes,7,1,43.661347218074916,44
6,86,Yes,7,9,76.36350450304778,76
5,74,Yes,7,1,59.70463709683899,60
1,99,No,7,3,73.51340019080308,74
4,84,No,5,3,65.85310543414926,66
2,83,No,7,6,60.679049832522985,61
4,83,Yes,5,4,65.62673833882522,66
7,83,Yes,9,5,76.35180842787494,76
6,45,No,4,5,31.781140745510164,32
5,64,No,6,5,49.23516578648415,49
3,70,Yes,8,3,50.79257373249067,51
7,80,Yes,9,5,73.29774410381171,73
9,41,Yes,5,7,37.76711954313547,38
2,60,Yes,9,4,38.4354804981541,38
6,92,Yes,9,7,83.04862610323954,83
7,83,Yes,4,2,73.32753819720713,73
8,73,Yes,4,6,66.7990399683666,67
6,99,Yes,5,3,87.43900243808525,87
4,48,No,4,7,29.50900751329703,30
3,95,Yes,5,4,74.98217337562693,75
3,69,Yes,4,1,47.43422549912726,47
4,61,No,6,0,42.33166179640427,42
9,50,No,7,8,47.505545046612376,48
6,52,Yes,8,9,42.23699545434351,42
3,55,No,9,4,35.612264686115985,36
3,40,Yes,8,0,19.658760047919102,20
9,50,Yes,7,5,47.506305467390455,48
7,83,Yes,9,8,76.94497887181419,77
3,80,No,5,9,60.106538297158814,60
3,67,Yes,9,0,47.631558921833935,48
8,81,Yes,9,3,76.78114084199123,77
9,40,Yes,8,9,38.60320493644435,39
9,67,No,4,9,63.5509731589133,64
7,97,Yes,7,9,90.4225626173976,90
2,94,No,8,0,71.17716475688877,71
5,56,No,9,5,42.549654127686004,43
5,65,Yes,9,9,53.09667188984533,53
5,59,Yes,9,0,45.209031909901164,45
5,52,No,7,9,38.296022372829235,38
9,45,No,5,8,41.44299792514888,41
1,62,No,7,1,35.451159898063686,35
6,41,Yes,8,4,30.050142192879598,30
4,56,Yes,7,3,38.91487585563447,39
6,71,No,8,6,60.392301531420806,60
2,42,No,7,9,19.533341180931338,20
9,41,Yes,5,5,37.37167258050932,37
8,80,Yes,4,5,73.7274665765344,74
7,57,Yes,7,7,49.30625800059497,49
6,83,Yes,6,3,71.63687933376039,72
2,65,No,9,9,43.92027424677422,44
6,51,Yes,4,0,37.49458285178856,37
9,60,Yes,9,3,58.263512832999844,58
1,87,Yes,4,4,60.63013736854338,61
1,47,Yes,8,8,22.64505346900208,23
1,62,No,8,9,37.51916770591402,38
7,52,No,5,8,42.847503495727246,43
5,93,No,7,1,78.45311361785551,78
5,92,No,8,6,78.90992954041218,79
1,88,No,6,8,62.81756178512422,63
6,53,Yes,7,1,41.187009087847606,41
9,55,Yes,7,5,52.596412674162515,53
1,78,No,4,6,51.26946049426251,51
7,71,Yes,4,7,62.09989830751959,62
1,57,No,8,0,30.649549167324274,31
8,69,Yes,4,5,62.52923072163588,63
8,97,No,9,6,93.06872348288374,93
5,58,No,8,2,43.50630660910988,44
7,86,No,6,4,77.15555853387065,77
2,45,Yes,8,5,22.876662401805284,23
2,59,Yes,5,6,35.86802619004299,36
2,77,No,7,5,54.37319770308344,54
5,97,Yes,5,3,82.54213729592519,83
8,80,No,8,2,74.48524509726073,74
1,97,Yes,8,7,73.3484020554096,73
9,63,No,8,9,61.42376722287852,61
3,65,No,8,3,45.108535661001305,45
3,53,Yes,9,8,34.961046593376786,35
9,87,No,4,3,82.72506109812309,83
5,98,Yes,4,6,83.66710922387313,84
6,79,No,6,9,68.1572035915039,68
1,42,No,4,2,13.829794680251396,14
5,77,No,4,0,60.508387202834705,61
6,95,No,5,5,83.16843277057646,83
4,79,Yes,6,4,62.0408725307533,62
7,72,Yes,4,2,62.12930234230861,62
9,53,Yes,6,9,50.86504375936028,51
9,99,Yes,8,8,98.46874649504159,98
4,67,No,5,6,49.139911375063484,49
2,54,Yes,7,6,31.75035889796235,32
8,53,Yes,4,3,45.845440697339136,46
3,65,No,9,1,45.19930865572088,45
1,41,Yes,5,5,14.48509450489923,14
5,49,No,7,4,34.25334064220062,34
5,60,Yes,4,0,43.795953564527004,44
8,99,No,9,3,94.51159592165334,95
3,83,Yes,6,3,63.05441255540661,63
5,92,No,9,1,78.40753209119251,78
5,47,No,7,9,33.205915166057174,33
3,83,No,6,2,62.26275820937622,62
7,91,No,8,7,83.81127609927336,84
9,80,Yes,6,4,77.36300526936401,77
4,63,Yes,9,9,48.19980674768524,48
1,79,No,7,4,53.350694845027924,53
5,95,Yes,7,2,81.2808108465947,81
6,96,Yes,5,6,84.97810855796126,85
3,98,Yes,7,7,79.6018480583208,80
2,73,Yes,6,6,50.60654632635046,51
3,50,No,4,1,27.497887248676136,27
5,57,Yes,5,3,41.82127964174871,42
3,82,Yes,4,3,61.063951199360766,61
1,57,Yes,7,8,32.33904792520048,32
3,52,No,7,4,31.58576044736133,32
8,40,Yes,6,0,32.99043143048397,33
9,43,Yes,6,6,40.09165890187693,40
8,67,No,4,1,59.108363048957436,59
5,65,No,5,4,49.56924378917977,50
1,62,Yes,7,6,37.03370816934639,37
2,78,No,9,3,55.968212096503116,56
6,77,Yes,7,0,65.4218001990404,65
6,74,No,5,4,61.59225902082074,62
7,69,Yes,5,1,59.36373449427803,59
5,92,No,5,8,77.84671663100119,78
8,77,No,4,2,69.48630094381463,69
4,68,Yes,5,5,50.554140199822136,51
9,91,No,5,8,88.27198422745184,88
7,43,Yes,7,0,33.66989345244166,34
6,98,No,8,0,86.69253956011147,87
8,55,Yes,9,3,50.31258336677653,50
7,64,Yes,7,8,56.63013157138892,57
3,50,No,7,0,28.758823639400198,29
2,95,No,5,8,72.31831417671066,72
8,75,No,8,3,69.59286137180175,70
5,47,Yes,4,5,31.550292233485045,32
5,85,Yes,8,5,72.17998683433552,72
2,80,No,6,0,55.95242466323557,56
3,61,Yes,8,1,41.23493379767482,41
3,90,No,6,5,69.98207874279635,70
8,49,Yes,4,3,41.77335493192148,42
3,73,No,5,5,52.18949428242562,52
1,85,Yes,9,5,61.22291775387621,61
5,68,No,5,6,53.01875507586917,53
8,84,Yes,6,9,79.56288618189578,80
3,48,Yes,5,3,26.93744215065648,27
8,78,No,7,0,71.56753529458004,72
4,94,Yes,4,5,76.53647771769113,77
2,71,Yes,9,9,50.62233375961801,51
1,89,Yes,5,5,63.35012368991101,63
6,95,No,5,6,83.36615625188955,83
8,90,No,5,4,83.60224660139386,84
8,56,Yes,9,9,52.516945696009394,53
7,58,No,8,8,50.41429201589086,50
5,91,No,4,4,75.55158130704876,76
7,96,Yes,6,3,87.731980330819,88
5,82,Yes,4,6,67.37876616220254,67
9,69,Yes,5,9,66.66716686368514,67
4,81,Yes,8,1,64.45618488421434,64
8,51,Yes,4,9,44.99573870250877,45
4,52,No,5,3,33.27641931080809,33
5,91,No,4,4,75.55158130704876,76
6,59,No,9,0,47.47592330463511,47
7,76,Yes,7,7,68.64866538632879,69
9,98,Yes,4,8,95.50584522430432,96
5,60,No,9,2,46.028569449164415,46
4,64,No,8,6,47.544506923037396,48
2,65,Yes,8,1,42.44619730364122,42
5,40,Yes,8,9,27.159915898639312,27
9,83,No,8,9,81.78419604996674,82
8,45,Yes,9,7,40.923262878484714,41
7,67,Yes,8,6,59.774968890171714,60
7,84,No,6,0,74.32862172590953,74
4,69,No,8,5,52.43689064849638,52
3,57,No,6,3,35.99192421547459,36
5,66,No,6,8,51.86437911313221,52
2,60,Yes,6,5,37.17454410743003,37
3,99,No,8,8,80.70988207361668,81
7,79,Yes,9,6,72.47744614377038,72
9,54,Yes,4,4,49.92200787945789,50
5,91,No,6,3,76.32629774042712,76
1,57,No,8,3,31.242719611263503,31
7,94,Yes,4,2,84.52577405210567,85
2,76,Yes,9,8,55.51471748507699,56
9,99,Yes,5,7,96.81236314169138,97
2,91,No,8,2,68.51854739545169,69
6,59,No,9,5,48.46454071120049,48
8,40,No,4,3,32.01723109501447,32
1,60,No,9,5,35.1784508552986,35
4,62,No,7,1,44.03362667641748,44
3,93,Yes,9,5,75.08873380361402,75
5,58,Yes,8,8,45.28657836170566,45
1,67,No,9,3,41.909153982153335,42
6,70,No,8,5,59.17655660875331,59
1,70,No,9,4,45.160941787529644,45
8,61,No,8,9,56.526902080718436,57
6,84,Yes,4,5,72.07790782304954,72
9,48,Yes,9,3,46.047255536746896,46
2,91,No,9,2,69.00476735279739,69
5,48,Yes,7,0,33.0383561403112,33
9,55,No,7,2,51.409311365505964,51
1,71,No,7,7,45.79969375813186,46
4,53,No,8,9,36.9394415120781,37
7,47,No,8,7,39.018332679679254,39
8,85,Yes,6,8,80.38318414193711,80
1,82,No,8,7,57.48414957037611,57
7,95,Yes,5,6,86.82090937605813,87
9,67,No,5,9,64.037193116259,64
8,85,No,7,2,79.08913234668708,79
6,87,No,5,3,74.62881427711503,75
8,59,Yes,4,7,52.74446327071791,53
9,72,No,9,0,69.29266882059625,69
8,41,Yes,5,1,33.71995639580576,34
9,56,No,7,9,53.81139717605192,54
7,91,No,4,3,81.07550234463821,81
8,76,Yes,4,6,69.85310429242983,70
6,56,Yes,6,4,44.348023898504344,44
1,77,No,4,4,49.855992090281966,50
7,74,Yes,6,7,66.12640254627425,66
9,86,No,6,6,83.27265001539934,83
1,74,Yes,7,4,48.85451850297317,49
4,97,No,5,9,80.27372505963507,80
6,96,No,9,1,85.34044011606142,85
8,48,No,9,6,43.18567285651756,43
1,67,Yes,8,5,42.412311852151085,42
4,75,No,8,6,58.74274277793592,59
9,97,No,6,6,94.47088587029788,94
1,84,No,9,6,59.80868892911757,60
6,89,Yes,5,2,77.06106454322807,77
6,89,Yes,8,8,79.70606530314367,80
2,73,Yes,4,8,50.02955337428519,50
6,70,Yes,7,6,59.48199099743797,59
6,87,Yes,9,2,76.9699014899021,77
4,68,Yes,9,7,52.894466991831145,53
8,58,No,5,3,50.8278369967396,51
9,66,Yes,4,7,62.73143561965005,63
7,67,No,8,0,57.99469713757595,58
6,63,Yes,6,2,51.07872702535908,51
1,74,Yes,6,5,48.56602202694054,49
5,43,No,6,0,26.868098111476122,27
1,46,No,8,8,21.03310116293035,21
2,61,No,4,8,37.21936521331494,37
6,61,Yes,4,3,48.26796770927191,48
6,93,No,8,9,83.3819436851571,83
4,95,Yes,8,3,79.10393202580224,79
8,76,No,5,8,70.14084034768439,70
2,55,No,5,7,31.399733041221104,31
5,67,No,8,0,52.273052618673425,52
3,82,No,5,8,61.944857698554564,62
1,40,No,9,2,14.224851584271143,14
3,47,No,7,4,26.495653240589263,26
4,96,No,7,3,79.04180264509364,79
4,58,No,4,9,40.0846688894673,40
5,89,No,9,7,76.53980865500773,77
4,44,Yes,6,8,27.201016008601194,27
1,98,Yes,5,2,71.91914621816147,72
2,73,Yes,8,7,51.77670972235497,52
6,91,Yes,4,3,78.80861094990425,79
9,54,Yes,9,2,51.9576607035603,52
4,81,Yes,6,3,63.87919193214905,64
7,56,Yes,8,2,47.78583911002088,48
7,92,Yes,8,4,84.83005796140586,85
4,46,No,7,4,28.33845405868611,28
1,66,Yes,4,2,38.85624013747459,39
8,68,No,8,7,63.25760520757317,63
2,46,No,9,1,22.996079010535787,23
8,82,No,8,3,76.71901146128263,77
2,58,Yes,5,9,35.4431751926278,35
5,79,No,4,3,63.13760052948275,63
4,45,Yes,7,0,27.123469556796707,27
7,64,Yes,8,6,56.72090456610848,57
9,79,Yes,8,9,78.3060411492664,78
6,61,No,7,4,49.33042019790482,49
5,56,No,8,2,41.470263726401065,41
8,61,Yes,6,6,55.55522258680508,56
7,73,Yes,9,5,66.17159401433082,66
7,47,No,7,6,38.33438924102045,38
5,84,Yes,9,8,72.24135579426607,72
3,63,Yes,5,2,42.01004028965959,42
4,99,No,8,4,82.77981040781566,83
9,66,No,8,5,63.686937621689445,64
2,78,Yes,8,0,55.482752559935484,55
6,71,Yes,8,7,61.18395587745119,61
4,67,Yes,4,8,49.643069245061234,50
8,67,Yes,5,4,60.78168431495968,61
5,65,No,7,2,50.14623674124504,50
7,42,Yes,6,3,32.758822497680775,33
2,40,Yes,6,8,17.407285724281024,17
9,44,No,5,8,40.424976483794474,40
4,78,No,7,5,61.11286366334037,61
5,74,Yes,5,9,60.31398503265218,60
5,88,Yes,8,5,75.23405115839876,75
6,55,Yes,4,7,42.950732986397746,43
7,65,No,9,7,57.82893858140438,58
9,64,Yes,9,5,62.731045561043636,63
9,86,No,5,2,81.9955361328013,82
9,54,No,8,0,50.482062918871115,50
1,49,Yes,8,6,24.285649389084746,24
1,40,Yes,7,6,14.637236459549321,15
7,73,No,4,0,62.15794595631956,62
8,62,No,9,8,57.83341999810548,58
3,82,No,5,6,61.54941073592841,62
9,64,No,4,3,59.31056794697161,59
3,52,Yes,8,6,33.0613582320505,33
4,72,Yes,7,0,54.61004847336583,55
4,81,No,4,1,61.91737419011415,62
7,71,Yes,5,0,61.202053895673764,61
3,79,Yes,6,0,58.38915634604974,58
8,83,No,4,1,75.39670611062803,75
3,80,No,8,7,61.16975120656979,61
3,81,No,5,8,60.926836257200144,61
2,49,Yes,6,7,26.371755215157656,26
1,68,No,8,3,42.44095546616203,42
5,56,No,7,8,42.1703846569338,42
6,65,No,4,3,51.74612260997224,52
6,60,Yes,7,5,49.104053102580785,49
8,56,Yes,6,7,50.662838861346096,51
2,79,Yes,6,2,55.92378104922462,56
5,79,Yes,9,1,65.76718421830248,66
7,88,Yes,6,0,78.99463835604448,79
8,41,Yes,6,8,35.590240722343005,36
4,98,Yes,9,4,82.84193978852426,83
9,87,No,7,3,84.18372097016024,84
6,51,No,5,2,37.78231890704311,38
1,55,Yes,7,1,28.91894067330012,29
6,42,No,8,6,30.869679732142863,31
6,97,No,5,4,85.00675217197221,85
2,60,No,4,9,36.39906725327359,36
2,61,No,5,1,36.32152080146911,36
6,68,Yes,4,5,55.78956476137895,56
3,48,Yes,7,0,27.31671162140868,27
9,92,Yes,4,2,88.21137568829937,88
1,93,No,8,5,68.28693846264846,68
8,65,Yes,8,4,60.204301304288016,60
4,45,No,9,1,27.699702088083903,28
9,87,No,7,7,84.97461489541254,85
1,50,No,4,6,22.764860136338996,23
1,49,No,5,7,22.43078213364337,22
4,86,No,4,2,67.20520487819928,67
9,73,No,7,0,69.33825034725922,69
4,70,Yes,9,2,53.941892467974576,54
3,51,Yes,9,2,31.7386628227895,32
1,90,No,5,6,63.97193774786118,64
4,83,No,4,9,65.5352049233276,66
9,55,No,8,8,53.08187221073015,53
6,42,No,9,7,31.55362317080165,32
3,97,No,9,0,77.57827129774898,78
4,64,No,7,1,46.069669559126304,46
5,74,No,8,4,60.19009663340662,60
9,74,Yes,6,5,71.45260010255063,71
4,61,No,6,4,43.122555721656575,43
9,76,Yes,5,2,72.4092525839745,72
9,74,No,4,8,70.4793997670811,70
4,84,No,9,7,68.58887918878443,69
1,59,Yes,6,0,32.307083000058974,32
5,81,No,4,4,65.37136689350464,65
4,43,No,6,7,25.391340221216396,25
8,97,Yes,6,3,91.61082403162467,92
3,55,Yes,5,2,33.8658687588243,34
2,43,Yes,7,8,20.947570005689975,21
3,77,Yes,6,1,56.55083694465399,57
8,54,No,4,4,46.46725475528931,46
1,76,No,7,3,50.0989070396516,50
7,55,No,7,3,45.88539032791653,46
6,86,No,9,5,75.9511196277696,76
5,46,Yes,7,9,32.781824589420076,33
8,73,Yes,4,7,66.99676344967969,67
2,40,No,8,1,16.40173040506361,16
5,71,No,8,0,56.34513838409108,56
2,97,No,4,4,73.07724317682144,73
9,44,Yes,9,7,42.76606369658156,43
4,69,No,7,2,51.35750024721144,51
6,55,No,8,3,43.510788025810974,44
3,41,No,5,8,20.205978603023674,20
6,80,Yes,5,5,68.49204201497759,68
5,50,Yes,8,3,36.15378942430497,36
1,79,No,7,4,53.350694845027924,53
2,68,Yes,7,9,46.595829520863354,47
5,54,Yes,6,8,40.24205268159658,40
7,95,No,9,6,88.17185834072367,88
5,51,Yes,8,8,38.16042827222477,38
4,64,Yes,9,4,48.22921078247426,48
1,71,Yes,8,1,45.69350369231643,46
7,57,Yes,8,6,49.59475447662761,50
6,46,No,4,7,33.194609149490724,33
9,84,No,7,4,81.32738012741007,81
4,45,Yes,4,8,27.24659753526418,27
7,53,No,6,6,43.956297931801224,44
1,43,No,7,7,17.295093400208323,17
6,55,No,8,6,44.103958469750204,44
3,90,Yes,4,5,69.60356969282222,70
4,58,Yes,7,1,40.555471775717145,41
9,43,No,7,4,39.58850103187918,40
1,90,No,4,6,63.48571779051547,63
2,80,Yes,4,1,55.77163909457453,56
2,88,No,4,8,64.70594412988405,65
3,49,No,4,1,26.479865807321723,26
8,54,Yes,5,4,47.54740557735234,48
7,43,Yes,4,1,32.40895706171761,32
9,50,No,9,3,47.489367554738415,47
9,50,No,6,5,46.426154645327436,46
9,47,No,8,9,45.13542416120793,45
3,90,Yes,8,6,71.74617300351815,72
3,83,No,8,0,62.83975116144149,63
6,83,Yes,4,7,71.45533334432128,71
2,89,No,9,0,66.57327750746242,67
3,53,Yes,8,1,33.090762266839526,33
8,41,Yes,9,1,35.6648362251886,36
2,81,No,9,2,58.82455293925327,59
3,75,Yes,9,4,56.566624377921535,57
3,59,No,4,2,36.857803702178906,37
4,98,No,5,1,79.70995865048488,80
9,45,Yes,6,8,42.52314874721191,43
8,87,Yes,8,4,82.60077301408506,83
5,75,No,7,5,60.91962159872839,61
4,84,No,4,6,65.96005592074278,66
1,81,Yes,4,9,55.510626126982295,56
6,74,Yes,8,1,63.051679313635965,63
2,67,No,5,5,43.220543374847885,43
7,67,No,9,3,59.07408753886089,59
1,50,Yes,8,5,25.105947349126083,25
6,75,No,7,7,64.17589082080579,64
7,41,Yes,4,2,30.570637660321857,31
6,59,No,5,9,47.31055480706994,47
8,41,No,9,1,35.07090536047131,35
4,50,Yes,6,9,33.50686813804074,34
1,71,No,7,8,45.997417239444935,46
6,94,No,6,5,82.63663128656776,83
3,61,Yes,8,7,42.42127468555328,42
8,56,No,7,4,49.96195751003528,50
8,75,No,8,9,70.7792022596802,71
1,91,Yes,9,7,67.72649336462882,68
4,53,No,7,1,34.871433704227776,35
3,97,Yes,4,2,76.13654933836386,76
3,48,No,6,9,28.016072131163348,28
5,51,Yes,7,1,36.290143945687525,36
6,95,Yes,6,7,84.64403055526563,85
6,43,No,7,1,30.412863809586163,30
4,96,Yes,8,9,81.30829435503512,81
7,64,Yes,9,0,56.02078363557575,56
5,44,Yes,9,2,30.334157252211135,30
3,46,Yes,7,4,26.071562663952164,26
5,78,Yes,8,3,64.65838978222848,65
4,98,Yes,4,9,81.39945740836109,81
9,81,Yes,9,5,80.03741006406864,80
2,58,Yes,6,1,34.34760729946891,34
7,82,Yes,6,9,74.66602103973571,75
7,42,No,8,3,33.13733154765489,33
9,57,No,4,4,52.38214133880381,52
6,59,No,8,2,47.38515030991555,47
3,68,No,6,6,47.78333051431236,48
2,94,No,7,5,71.67956220610844,72
8,62,Yes,8,3,56.95251349891169,57
6,70,No,5,7,58.113343699342316,58
6,60,No,7,3,48.114675275237325,48
4,41,No,4,9,22.7783043864423,23
6,43,No,8,6,31.88770117349727,32
6,96,Yes,6,4,85.0688815526808,85
8,46,No,6,0,38.50462921389313,39
1,58,No,4,6,30.909031667174297,31
4,83,Yes,7,7,67.19234869745588,67
4,40,No,5,4,21.257885495868216,21
7,58,Yes,4,1,47.679278682033775,48
8,84,No,7,3,78.26883438664572,78
4,53,No,6,7,35.57155463476051,36
7,83,Yes,5,5,74.40692859849207,74
2,78,Yes,8,2,55.87819952256164,56
7,96,Yes,8,2,88.50669676419736,89
2,83,Yes,6,0,59.600419852016124,60
2,40,No,9,2,17.085673843722397,17
4,71,No,9,7,55.35460045117707,55
5,47,Yes,8,7,33.89061902549404,34
3,57,Yes,7,2,36.874351556224546,37
5,84,Yes,4,7,69.61253252622441,70
9,68,No,9,3,65.81375349911784,66
8,71,Yes,8,7,66.90560039635372,67
7,87,Yes,9,7,80.81934115591875,81
8,97,Yes,5,7,91.91549799953128,92
8,49,No,9,8,44.59914126049812,45
5,73,Yes,9,3,60.05450253280217,60
4,56,Yes,9,9,41.07365665820435,41
8,67,Yes,5,9,61.770301721525065,62
7,77,No,9,8,70.2429193589704,70
8,89,No,5,3,82.38650167872635,82
1,94,Yes,5,1,67.64933697143076,68
7,41,No,6,5,31.5423171542352,32
7,88,No,7,6,80.07326833655134,80
8,60,No,7,9,55.022660682018305,55
2,43,Yes,4,0,17.907122283148226,18
9,83,Yes,4,8,80.23552360398813,80
3,73,No,6,7,53.071161202397484,53
8,48,No,9,3,42.592502412578334,43
4,46,No,9,1,28.71772352943831,29
5,69,Yes,9,7,56.77331069263682,57
6,83,Yes,6,6,72.2300497776996,72
9,54,Yes,6,7,51.48761823808854,51
2,95,Yes,9,6,74.46167790818467,74
7,84,No,4,3,73.94935225515732,74
1,92,Yes,6,7,67.2858549339461,67
3,58,No,4,7,36.82839966738988,37
4,79,No,6,6,61.84238862866214,62
6,80,Yes,9,1,69.64602791910815,70
3,54,No,5,0,31.858469490126417,32
8,85,Yes,8,9,81.55334753794162,82
9,90,Yes,4,9,87.55939717478208,88
9,94,Yes,6,9,92.60392285489115,93
7,74,Yes,8,2,66.1102250544003,66
4,42,No,8,9,25.74120565717957,26
8,49,Yes,6,3,42.74579484661292,43
8,51,Yes,9,0,45.647327157419646,46
1,52,No,9,1,26.243385399211,26
9,63,No,4,8,59.281163912182585,59
2,96,No,9,3,74.29259804088252,74
2,55,No,4,7,30.913513083875394,31
1,71,Yes,4,1,43.74862386293356,44
2,76,No,7,1,52.564282336476715,53
2,95,Yes,7,5,73.29151451218016,73
7,86,No,6,0,76.36466460861834,76
1,51,No,8,3,25.13459096313703,25
4,99,No,4,9,81.82354798499819,82
9,40,No,8,2,36.62520970253551,37
2,61,Yes,7,6,38.87650898744324,39
8,81,Yes,5,0,74.24309056866915,74
1,45,Yes,4,5,18.070960312971167,18
8,59,No,5,3,51.845858438094005,52
3,60,No,7,7,40.323102422135854,40
6,45,Yes,8,3,33.924504476984175,34
6,67,No,5,4,54.46610893133985,54
3,88,No,9,0,68.41607832555928,68
5,90,No,8,0,75.68754576982491,76
3,80,Yes,8,0,60.379617702095565,60
8,83,Yes,6,6,77.95169429660214,78
6,58,Yes,9,3,47.64500317193724,48
5,71,No,5,5,55.87509591861933,56
4,84,No,8,8,68.3003827127518,68
9,88,No,6,7,85.50641637942124,86
7,87,Yes,4,7,78.38824136919018,78
3,62,No,5,2,40.398087983587864,40
2,71,Yes,4,2,46.80716960369791,47
2,53,Yes,6,8,30.641564461888386,31
6,60,No,6,3,47.628455317891614,48
2,40,Yes,5,6,16.525618804309154,17
8,94,No,9,1,89.02604175225511,89
8,91,No,6,9,86.09510540665934,86
3,50,No,5,8,29.36817157521338,29
7,75,Yes,4,1,64.98564318505876,65
7,93,Yes,6,3,84.67791600675577,85
1,65,No,4,5,37.83745827534208,38
6,47,Yes,8,4,36.15827084100608,36
3,58,No,8,1,37.58693860889428,38
4,69,No,5,7,51.37367773908539,51
1,97,Yes,6,4,71.78279169677893,72
5,67,No,9,9,54.53878390783684,55
4,92,No,4,8,74.49967441420421,74
7,57,No,9,3,48.89387312531678,49
5,85,No,6,1,69.8227221296745,70
1,55,No,5,4,27.945740337830607,28
6,57,Yes,6,7,45.959215783797994,46
7,94,No,4,0,83.5363962247622,84
9,56,No,5,7,52.443510298734346,52
6,89,Yes,8,4,78.91517137789137,79
5,70,No,8,2,55.72256390536281,56
1,56,No,4,9,29.466159228404692,29
6,97,Yes,8,1,86.46617246478743,86
1,84,No,6,8,58.74547601970658,59
6,47,No,9,5,36.248283414947544,36
6,77,Yes,4,2,64.35858728962941,64
6,62,Yes,8,5,51.62631594263532,52
8,71,No,9,1,65.61154860110366,66
5,88,No,6,6,73.8654038603031,74
3,78,No,8,2,58.14509091729558,58
6,84,Yes,8,4,73.82506417111932,74
1,42,No,8,9,17.158738878825787,17
1,52,No,7,6,26.25956289108496,26
8,85,Yes,6,1,78.99911977274559,79
8,45,No,5,6,38.18672870307147,38
1,86,Yes,5,4,60.098335884534684,60
4,92,Yes,4,7,74.89588179760847,75
8,46,No,6,0,38.50462921389313,39
4,69,Yes,5,1,50.78126771592424,51
2,60,Yes,5,9,37.479218075336625,37
2,44,No,4,1,18.5289363410984,19
7,90,No,4,8,81.04609830984919,81
2,69,Yes,5,7,46.24596408490017,46
5,75,No,9,3,61.49661455079367,61
5,94,No,8,3,80.35280197918178,80
7,52,Yes,8,6,44.504647269855546,45
5,53,No,9,5,39.49558980362277,39
6,76,Yes,9,9,67.1557300041951,67
8,52,No,6,2,45.008204824645766,45
9,97,Yes,9,3,95.9303061631131,96
4,83,No,4,1,63.95341707282298,64
6,46,Yes,4,5,33.39309305158188,33
8,87,Yes,4,5,80.85361666601528,81
8,46,Yes,8,7,41.45506436249341,41
6,89,Yes,6,5,78.14045494451301,78
6,59,Yes,7,4,47.8883081799133,48
3,77,No,7,3,56.83857299990854,57
9,79,Yes,8,6,77.71287070532719,78
7,71,No,5,5,61.59674043752185,62
1,78,No,9,9,54.29373072493032,54
4,61,Yes,4,0,41.953152746430156,42
7,90,Yes,7,2,81.91234815872517,82
9,41,Yes,5,2,36.77850213657009,37
7,92,No,4,7,82.88441771124491,83
9,82,No,5,8,79.10979125526214,79
3,62,No,4,6,40.702761951494445,41
7,93,No,9,0,84.94947457013637,85
9,53,No,6,7,49.87566593201682,50
